anio,clave_incendio,estado,municipio,cve_ent,cve_mun,fecha_inicio,fecha_termino,latitud,longitud,estado_integracion,clasificacion_match,flag_error_bloqueante,flag_advertencia,flag_apto_ml_espacial,flag_apto_agregacion_municipal,flag_apto_variables_duracion,motivos_qc
2017,17-07-0001,Chiapas,Arriaga,07,009,2016-12-30,2017-01-01,16.353472222222223,-94.0286111111111,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2016,16-07-0002,Chiapas,Villaflores,07,108,2015-12-31,2016-01-02,16.20613888888889,-93.51030555555556,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2025,25-08-0002,Chihuahua,Guachochi,08,027,2024-12-30,2025-01-04,27.07111111111111,-107.40555555555557,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2025,25-08-0001,Chihuahua,Guadalupe Y Calvo,08,029,2024-12-20,2025-01-04,26.016111111111112,-107.01388888888889,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2025,25-08-0007,Chihuahua,Guadalupe Y Calvo,08,029,2024-12-30,2025-01-02,26.19861111111112,-106.62638888888888,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2017,17-12-0001,Guerrero,Atenango Del Río,12,008,2016-12-29,2017-01-01,18.164655555555555,-98.908725,both,match_consistente_medio,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2021,21-15-0001,México,Amecameca,15,009,2020-12-31,2021-01-01,19.11200833333333,-98.64048055555556,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2017,17-20-0001,Oaxaca,Magdalena Tequisistlán,20,052,2016-12-27,2017-01-04,16.184055555555556,-95.69869444444444,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2017,17-20-0003,Oaxaca,Putla Villa De Guerrero,20,073,2016-12-31,2017-01-02,17.000555555555554,-98.00722222222224,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2017,17-20-0002,Oaxaca,San Carlos Yautepec,20,125,2016-12-30,2017-01-05,16.141333333333332,-96.024,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2024,24-20-0001,Oaxaca,San Pedro Tapanatepec,20,327,2023-12-31,2024-01-07,16.2517167,-94.0491222,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2017,17-20-0114,Oaxaca,Santiago Matatlán,20,475,2016-12-27,2017-01-04,16.830544444444445,-96.36844722222222,both,match_debil,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2022,22-21-0002,Puebla,Ahuacatlán,21,006,2021-12-31,2022-01-03,20.02175,-97.84477777777778,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2022,22-21-0001,Puebla,Tlachichuca,21,179,2021-12-31,2022-01-01,19.06925,-97.28069444444444,both,match_consistente_alto,False,True,True,True,True,qc_anio_fecha_inicio_diferente
2008,08-01-0016,Aguascalientes,Aguascalientes Y Jose Maria,01,,2008-04-13,2008-04-18,21.8824005,-102.4219971,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-01-0017,Aguascalientes,Aguascalientes Y Jose Maria,01,,2008-04-20,2008-04-23,21.8346004,-102.387001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-02-0307,Baja California,Ensenada,02,001,2005-09-30,2005-09-29,31.9916,-116.7460022,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2014,06-02-0023,Baja California,Ensenada,02,001,2014-02-11,2006-02-13,31.3334999,-115.8610001,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-02-0104,Baja California,Tecate,02,003,2008-07-16,2008-07-08,32.5382996,-116.3720016,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-04-0017,Campeche,Escárcega,04,009,2008-05-28,2008-05-05,18.3374004,-90.4326019,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2013,13-07-0090,Chiapas,Belisario Dominguez,07,,2013-03-05,2013-03-06,16.5340004,-94.191803,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2013,13-07-0089,Chiapas,Belisario Dominguez,07,,2013-03-07,2013-03-08,16.5489998,-94.1975021,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2013,13-07-0407,Chiapas,Belisario Dominguez,07,,2013-05-21,2013-05-24,16.6856003,-94.1706009,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2012,12-07-0192,Chiapas,Belisario Domínguez,07,,2012-03-09,2012-03-13,16.5030994,-94.1520996,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2012,12-07-0050,Chiapas,Belisario Domínguez,07,,2012-03-19,2012-03-20,16.5459003,-94.1927032,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-07-0053,Chiapas,Cintalapa,07,017,2007-03-27,2007-03-02,16.0,-93.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2007,07-07-0044,Chiapas,Cintalapa,07,017,2007-03-28,2007-03-01,16.0,-92.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2007,07-07-0358,Chiapas,Cintalapa,07,017,2007-05-16,2007-05-13,26.0216007,-106.887001,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2007,07-07-0094,Chiapas,Huixtla,07,040,2007-03-18,2007-03-16,17.0928001,-93.0233002,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-07-0215,Chiapas,La Concordia/Chicomuselo,07,,2008-03-31,2008-04-08,16.0,-92.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-07-0256,Chiapas,San Juan Chamula,07,,2007-04-27,2007-04-27,17.0,-94.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-07-0414,Chiapas,San Juan Chamula,07,,2007-05-24,2007-05-25,17.0,-93.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-07-0041,Chiapas,Villa Corzo,07,107,2007-02-26,2007-01-02,16.0,-93.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-07-0096,Chiapas,Villa De Acala,07,,2008-03-15,2008-03-16,16.0,-93.0,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-08-0056,Chihuahua,Balleza Y Guachochi,08,,2005-04-13,2005-04-13,27.0475006,-106.9629974,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-08-0550,Chihuahua,Bocoyna,08,009,2008-05-06,2008-04-28,27.6975002,-107.5859985,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-08-0250,Chihuahua,Bocoyna,08,009,2008-06-21,2008-04-21,28.0142002,-107.6050034,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2006,06-08-0155,Chihuahua,Villa Coronado,08,,2006-03-15,2006-03-16,26.4932995,-105.3539963,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-08-0147,Chihuahua,Álamos y Milpillas,08,,2007-04-21,2007-04-25,27.3689003,-108.6780014,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-05-0150,Coahuila De Zaragoza,Acuña,05,002,2008-06-15,2008-06-11,29.3167,-102.1669998,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-05-0151,Coahuila De Zaragoza,Acuña,05,002,2008-06-15,2008-06-11,28.8999996,-102.4000015,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-05-0149,Coahuila De Zaragoza,Múzquiz,05,020,2008-06-14,2008-06-11,21.0,-101.8499985,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-05-0111,Coahuila De Zaragoza,Nadadores Y Ocampo,05,,2008-04-19,2008-04-25,27.3500004,-101.9000015,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-05-0019,Coahuila De Zaragoza,Ocampo,05,023,2007-04-05,2007-01-07,29.0,-102.5999985,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2006,06-05-0036,Coahuila De Zaragoza,Saltillo,05,030,2006-03-02,2006-03-01,25.4139004,-100.9110031,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0073,Durango,Canatlán,10,001,2008-04-21,2005-04-25,24.6142006,-105.1070023,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0119,Durango,Durango,10,005,2008-05-28,2008-05-01,24.1333008,-105.2080002,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-10-0007,Durango,Durango,10,005,2009-04-25,2009-02-13,24.1816998,-104.7310028,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0029,Durango,Pueblo Nuevo,10,023,2008-03-02,2008-02-23,23.7269001,-105.5839996,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0108,Durango,Pueblo Nuevo,10,023,2008-05-23,2008-05-02,23.5139008,-105.4570007,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0090,Durango,Pueblo Nuevo,10,023,2008-05-30,2008-05-02,23.3908005,-104.8450012,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-10-0132,Durango,San Dimas,10,026,2009-05-07,2009-05-06,24.4253006,-105.848999,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-10-0126,Durango,San Dimas,10,026,2009-06-26,2009-04-26,24.4335995,-105.7829971,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0069,Durango,"Súchil, Vicente Guerrero",10,,2008-04-19,2008-04-21,23.6674995,-103.8150024,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-10-0060,Durango,Tamazula,10,034,2005-04-16,2005-04-06,25.4130993,-106.9909973,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-10-0086,Durango,Tepehuanes,10,035,2008-04-27,2007-04-27,25.2402992,-105.8939972,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2006,06-11-0001,Guanajuato,Allende,11,,2006-01-15,2006-01-17,20.8225002,-100.7460022,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-11-0013,Guanajuato,Allende,11,,2006-04-14,2006-04-14,20.9610996,-100.7020035,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-11-0001,Guanajuato,Guanajuato,11,015,2005-03-02,2005-02-02,21.9832993,-102.3330002,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-11-0005,Guanajuato,San Felipe,11,030,2005-03-25,2005-03-23,20.4549999,-100.6910019,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-12-0247,Guerrero,Axcapulco,12,,2008-06-01,2008-06-03,17.1133003,-99.6611023,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-12-0125,Guerrero,Chilpancingo de los Bravo,12,029,2006-04-30,2006-04-01,17.5046997,-99.5616989,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-12-0177,Guerrero,Chilpancingo de los Bravo,12,029,2008-04-30,2008-04-01,17.2705994,-99.4682999,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-12-0103,Guerrero,Jose Azueta,12,,2008-04-03,2008-04-07,18.0132999,-101.1940002,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-12-0115,Guerrero,Jose Azueta,12,,2008-04-08,2008-04-12,17.9902992,-101.2109985,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-12-0089,Guerrero,Metlatónoc,12,043,2005-04-22,2005-04-15,17.0960999,-98.5594025,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2007,07-12-0092,Guerrero,Tepetixtla,12,,2007-04-15,2007-04-15,17.3288994,-100.1029968,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-12-0215,Guerrero,Tlapa De Comonfort,12,066,2009-05-29,2009-05-26,17.5193005,-98.9072037,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-12-0030,Guerrero,Tlatlauquitepec,12,,2005-03-23,2005-03-23,17.4897003,-99.8394012,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-13-0230,Hidalgo,Metzquititlán,13,,2008-04-20,2008-04-20,20.5783997,-98.5254974,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-13-0068,Hidalgo,Tlaxiaca,13,,2008-02-28,2008-02-28,20.1618004,-98.7304001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-13-0221,Hidalgo,Tlaxiaca,13,,2009-02-27,2009-02-27,20.1336994,-98.8151016,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-13-0222,Hidalgo,Tlaxiaca,13,,2009-02-27,2009-02-28,20.1324005,-98.8234024,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-14-0105,Jalisco,Autlan De Navarro Y Casimiro Castillo,14,,2007-04-16,2007-04-18,19.6905994,-104.4089966,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0647,Jalisco,Autlan Y Cuautitlan,14,,2005-05-26,2008-05-30,19.5699997,-104.1760025,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0576,Jalisco,Autlan Y El Grullo,14,,2005-05-24,2005-05-28,19.7985992,-104.3040009,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0561,Jalisco,Cabo Corrientes Y Tomatlan,14,,2005-05-21,2005-05-22,20.3024998,-105.2470016,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0355,Jalisco,Casimiro Castillo,14,021,2005-05-04,2005-04-06,19.7982998,-104.5199966,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-14-0553,Jalisco,Cuautitlan,14,027,2005-05-18,2005-05-17,19.5125008,-104.2559967,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-14-0630,Jalisco,Cuautla Y Atengo,14,,2005-06-04,2005-06-04,20.1786003,-104.3180008,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-14-0329,Jalisco,Manuel M. Dieguez,14,,2006-04-29,2006-04-30,19.5550003,-102.8199997,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0117,Jalisco,Mezquitic,14,061,2005-04-07,2005-03-08,20.1203003,-103.8539963,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-14-0342,Jalisco,San Juanito,14,,2008-04-26,2008-04-27,20.75,-103.9670029,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0366,Jalisco,San Juanito,14,,2008-04-30,2008-05-01,20.7880993,-103.9660034,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0367,Jalisco,San Juanito,14,,2008-05-02,2008-05-03,20.8027992,-103.9309998,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0368,Jalisco,San Juanito,14,,2008-05-03,2008-05-03,20.8097,-103.9639969,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0412,Jalisco,San Juanito,14,,2008-05-11,2008-05-12,20.8274994,-103.9029999,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0438,Jalisco,San Juanito,14,,2008-05-12,2008-05-12,20.8164005,-103.9100037,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0536,Jalisco,San Juanito,14,,2008-05-23,2008-05-24,20.8061008,-103.901001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0564,Jalisco,San Juanito,14,,2008-05-31,2008-05-31,20.7922001,-103.9029999,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-14-0590,Jalisco,San Juanito,14,,2008-06-06,2008-06-06,20.8031006,-103.9029999,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0550,Jalisco,San Martin De Bolaños,14,076,2005-05-17,2005-05-16,21.6042004,-103.8860016,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-14-0004,Jalisco,Santa Maria De Los Angeles,14,081,2005-01-28,2005-01-18,22.2322006,-103.1110001,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2006,06-14-0586,Jalisco,Tecolotlan Y Cocula,14,,2006-06-07,2006-06-08,20.3064003,-103.9349976,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-14-0159,Jalisco,Tecolotlan Y Tanamaxtlan,14,,2006-04-10,2006-04-10,20.1977997,-104.1060028,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-14-0403,Jalisco,Tomatlan Y Talpa De Allende,14,,2007-05-26,2007-05-27,20.3547001,-105.1060028,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0563,Jalisco,Tonaya,14,102,2005-05-22,2005-05-21,19.8069,-103.9990005,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-14-0150,Jalisco,Zapoltitic,14,,2005-04-09,2005-04-09,19.6005993,-103.401001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-14-0114,Jalisco,Zapopan,14,120,2005-03-04,2003-03-04,20.7763996,-103.322998,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-14-0705,Jalisco,Zapotitlan De Badillo,14,,2005-06-14,2005-06-14,19.6082993,-103.8010025,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
